"personid","sex","Birthyeargroup","ethnicity"
"293018","1","19","1"
"272668","0","13","1"
"245115","1","13","1"
"428295","1","10","1"
"146148","0","8","1"
"316953","1","11","1"
"450661","0","13","1"
"176636","1","20","1"
"390859","1","10","1"
"195386","1","7","1"
"123408","0","17","1"
"121633","0","16","1"
"400764","1","13","1"
"63069","0","17","1"
"286924","0","19","1"
"160913","1","13","1"
"41813","0","16","1"
"329461","0","9","1"
"326453","0","20","1"
"272049","1","21","1"
"29264","1","19","1"
"335981","1","12","1"
"118677","1","6","1"
"278475","0","18","1"
"300360","0","7","1"
"224647","0","16","1"
"139130","1","13","1"
"104948","0","15","1"
"3438","0","16","1"
"265927","1","5","1"
"188370","1","15","1"
"442747","1","15","1"
"227038","0","18","1"
"419072","0","16","1"
"227876","1","14","1"
"423367","1","12","1"
"97763","0","8","1"
"38844","0","15","1"
"238560","1","8","1"
"212202","0","16","1"
"164572","1","9","0"
"66118","0","18","1"
"457235","0","15","1"
"407429","1","13","1"
"225042","1","15","1"
"129352","0","17","1"
"137572","0","12","1"
"200508","1","8","1"
"211647","0","14","1"
"213416","0","20","1"
"177200","0","13","1"
"229426","1","20","1"
"45628","1","16","1"
"63420","1","8","1"
"74020","0","16","1"
"362800","0","10","1"
"95550","0","8","1"
"460644","0","12","1"
"145560","1","16","1"
"205585","0","17","1"
"375553","0","14","1"
"309686","1","15","1"
"304673","1","15","1"
"310506","1","8","1"
"183040","1","14","1"
"223668","1","10","1"
"219318","0","17","1"
"284060","1","18","1"
"261905","0","16","1"
"163528","1","9","1"
"197122","0","9","1"
"162966","0","15","1"
"53276","0","8","1"
"87101","1","16","1"
"406207","1","14","1"
"77816","1","12","1"
"40834","0","18","1"
"459709","0","14","1"
"217385","1","20","1"
"260697","1","16","1"
"372656","0","13","1"
"27335","1","17","1"
"286737","0","18","0"
"401649","1","15","1"
"279291","0","11","1"
"92893","0","9","1"
"302210","1","14","1"
"47854","0","16","1"
"72300","1","7","1"
"67884","1","11","1"
"172694","1","13","1"
"178764","1","16","1"
"367422","0","9","1"
"1017","0","18","1"
"134984","0","13","1"
"297656","0","7","1"
"348256","1","14","1"
"428062","1","8","1"
"450651","1","10","1"
"380670","0","15","1"
"459434","1","21","1"
"216419","0","16","1"
"223283","0","18","0"
"117120","0","10","1"
"446583","0","9","1"
"288516","0","13","1"
"365113","1","15","1"
"194957","0","18","1"
"401327","0","9","1"
"5107","1","13","1"
"337664","0","16","0"
"31713","1","17","1"
"7428","1","15","1"
"4129","1","16","1"
"325444","0","16","1"
"63178","0","15","1"
"10557","1","11","1"
"234781","1","12","1"
"31638","1","16","1"
"303185","0","12","1"
"290867","0","14","1"
"208506","0","8","1"
"101167","1","18","1"
"171533","0","7","1"
"327824","1","22","1"
"184054","1","20","1"
"87454","0","15","1"
"401387","0","13","1"
"132998","1","21","1"
"317688","0","8","1"
"113428","0","6","1"
"21561","0","11","1"
"57117","0","14","1"
"440985","1","7","1"
"111836","1","14","1"
"173120","1","21","1"
"36241","0","18","1"
"126375","1","9","1"
"49916","0","12","1"
"394389","1","16","1"
"397395","0","14","1"
"104726","1","20","1"
"232078","1","12","1"
"17024","1","14","1"
"404123","1","11","1"
"344931","0","20","1"
"367491","0","12","1"
"112828","0","10","1"
"325295","0","16","1"
"216669","0","15","1"
"3305","0","16","1"
"269223","1","17","1"
"363958","1","10","1"
"292567","1","17","1"
"95013","1","20","1"
"363964","0","13","1"
"268336","0","10","1"
"211161","0","7","1"
"404350","1","10","1"
"212894","1","12","1"
"112929","0","7","1"
"78236","1","14","1"
"174987","1","19","1"
"38522","1","14","1"
"147380","1","7","1"
"318261","1","15","1"
"274556","1","19","1"
"303911","0","15","1"
"211448","0","13","1"
"180679","1","8","1"
"35588","1","15","1"
"243006","1","10","1"
"426750","1","11","1"
"284050","0","15","1"
"207483","0","15","1"
"229692","0","13","1"
"383505","1","16","1"
"222285","1","15","1"
"116516","0","10","1"
"154472","1","20","1"
"226629","0","15","1"
"367351","0","15","1"
"267062","0","10","1"
"108266","0","15","1"
"261323","0","15","1"
"396407","0","19","1"
"105163","0","22","1"
"379567","1","13","1"
"447460","0","21","1"
"148166","1","19","1"
"266366","0","19","1"
"443129","1","13","1"
"28613","1","11","1"
"171452","0","16","1"
"444248","1","9","1"
"318259","0","13","1"
"62380","0","9","1"
"416175","1","10","1"
"69637","0","9","1"
"299044","1","12","1"
"234248","1","10","1"
"106390","0","12","1"
"189059","1","18","1"
"193002","0","20","1"
"71135","0","13","1"
"218881","0","13","1"
"307519","1","18","1"
"305206","1","17","1"
"67144","1","13","1"
"9244","0","9","1"
"216446","0","16","1"
"45372","0","10","1"
"451073","0","15","1"
"322498","1","20","1"
"60663","1","22","1"
"461784","1","13","1"
"29111","0","14","1"
"347823","1","12","1"
"450707","0","7","1"
"182259","1","9","1"
"302700","0","15","1"
"191279","1","18","1"
"198026","0","13","1"
"445652","0","15","1"
"85216","1","21","1"
"19155","1","11","1"
"136075","1","14","1"
"414700","1","15","1"
"92590","1","6","1"
"91050","0","17","0"
"240904","1","11","1"
"172543","1","13","1"
"152658","0","7","1"
"215058","1","10","1"
"22433","1","16","1"
"321695","1","7","1"
"457219","0","12","1"
"75948","0","15","1"
"327231","1","17","1"
"456261","0","12","1"
"453751","1","13","1"
"110616","1","7","1"
"50144","1","10","1"
"335732","0","9","1"
"416291","0","14","1"
"134148","0","15","1"
"86909","1","11","1"
"447994","1","9","1"
"423199","0","13","1"
"209847","0","18","1"
"276812","1","11","1"
"454407","1","17","1"
"173665","0","10","1"
"212380","0","9","1"
"114959","1","14","1"
"281144","0","16","1"
"75954","0","19","1"
"384225","0","10","1"
"239738","0","14","1"
"282817","0","14","1"
"100226","1","8","1"
"459609","1","15","1"
"35715","0","8","1"
"416623","0","13","1"
"394941","0","15","1"
"430257","1","14","1"
"147678","1","17","1"
"79731","0","7","1"
"349320","0","14","1"
"55252","1","10","1"
"14823","1","14","1"
"133400","0","20","1"
"136773","0","10","1"
"60698","1","9","1"
"195043","1","9","1"
"255303","0","11","1"
"350899","0","12","1"
"85805","1","14","1"
"18338","0","11","1"
"40293","0","18","1"
"415352","0","13","1"
"251263","1","12","1"
"167777","1","17","1"
"326179","1","10","1"
"339789","0","22","1"
"155768","1","12","1"
"323768","0","17","1"
"405979","1","21","1"
"444900","0","14","1"
"219365","0","11","1"
"303612","1","17","1"
"461400","1","12","1"
"392643","0","10","1"
"267198","1","18","1"
"71126","0","14","1"
"296489","1","14","1"
"200009","1","15","1"
"180227","0","18","1"
"333637","0","8","1"
"237153","1","13","1"
"88430","0","9","1"
"231794","1","21","1"
"330724","1","15","1"
"20199","1","9","1"
"16436","1","11","1"
"153198","1","19","1"
"313372","1","17","1"
"238317","0","15","1"
"214790","1","11","1"
"40710","0","14","1"
"260567","1","10","1"
"148799","1","17","1"
"214837","0","14","1"
"127420","1","14","1"
"122196","1","11","1"
"223861","1","13","1"
"17426","0","10","1"
"241388","1","14","1"
"267735","1","20","1"
"56974","0","19","1"
"417562","1","17","1"
"209568","1","16","1"
"187552","1","17","1"
"191141","0","13","1"
"458110","0","15","1"
"247192","1","16","1"
"282618","1","14","1"
"96562","0","12","1"
"43386","0","15","1"
"59481","1","10","1"
"271112","1","15","1"
"117082","1","15","1"
"226447","0","7","1"
"10822","0","9","1"
"343484","1","10","1"
"238481","1","15","1"
"393553","1","11","1"
"220919","0","15","1"
"353200","1","11","1"
"129143","1","17","1"
"61809","0","16","1"
"320428","0","4","1"
"280894","0","17","1"
"169795","1","12","1"
"326895","1","11","1"
"193849","1","16","1"
"396536","0","9","1"
"399921","0","14","1"
"460962","0","15","1"
"75269","0","15","1"
"132963","0","8","1"
"280767","1","9","1"
"22767","0","16","1"
"345763","1","21","1"
"429716","0","21","1"
"407220","0","6","1"
"415141","1","13","1"
"224148","0","21","1"
"154575","1","18","1"
"432681","1","22","1"
"389743","1","16","1"
"357034","0","17","1"
"141331","1","13","1"
"289672","1","13","1"
"118239","1","15","1"
"80337","1","14","1"
"241984","0","10","1"
"423322","1","21","1"
"335362","1","15","1"
"233900","0","14","1"
"289004","0","16","1"
"217115","0","15","1"
"333662","0","13","1"
"78549","0","17","1"
"241537","1","14","1"
"121741","0","6","1"
"283533","0","12","1"
"7559","0","7","1"
"243170","1","18","1"
"361979","0","15","1"
"160916","0","13","1"
"419187","1","14","1"
"355696","1","15","1"
"204209","0","10","1"
"143821","1","18","1"
"159259","0","11","1"
"445409","0","18","1"
"210888","1","14","1"
"178546","1","15","1"
"418226","1","21","1"
"244758","1","12","1"
"266364","1","16","1"
"172053","1","7","1"
"400962","1","16","1"
"179598","0","12","1"
"191808","0","16","1"
"206913","0","14","1"
"297410","1","14","1"
"372398","0","9","1"
"420035","0","9","1"
"196817","0","13","1"
"141505","1","9","1"
"212267","1","17","1"
"92769","1","20","1"
"447423","1","14","1"
"256589","0","16","1"
"67995","1","19","1"
"403613","1","23","1"
"355636","0","16","1"
"106560","1","15","0"
"236225","0","8","1"
"94859","0","20","1"
"2358","1","16","0"
"343661","1","18","1"
"451729","0","7","1"
"41588","1","9","1"
"145928","1","19","1"
"47678","0","13","1"
"191885","1","13","1"
"9578","1","13","1"
"459838","0","15","1"
"47879","1","16","1"
"348133","1","18","1"
"304131","0","9","1"
"188501","1","13","1"
"322977","0","8","1"
"181371","1","9","1"
"240069","1","18","1"
"102843","1","11","1"
"73981","1","9","1"
"334932","1","20","1"
"268630","1","16","1"
"2285","0","12","1"
"185048","1","13","1"
"169676","0","15","1"
"297802","1","19","1"
"242597","1","20","1"
"403125","1","14","1"
"192236","0","19","1"
"143587","1","13","1"
"156787","0","16","1"
"187499","0","10","1"
"196714","1","14","1"
"248166","0","16","1"
"450668","0","17","1"
"307572","1","11","1"
"352110","0","12","1"
"103612","0","17","1"
"8418","0","9","1"
"46721","1","16","1"
"269834","0","22","1"
"77930","0","9","1"
"121749","1","15","1"
"119577","1","10","1"
"111976","0","14","1"
"428834","0","15","1"
"223706","0","15","1"
"183885","1","8","1"
"364983","0","16","1"
"124024","1","13","1"
"194763","1","7","1"
"165384","1","20","1"
"165054","1","6","1"
"240963","1","13","1"
"454218","1","10","1"
"337948","1","15","1"
"233525","0","16","1"
"71373","1","16","1"
"170009","1","15","1"
"199275","0","10","1"
"245966","0","13","1"
"416640","0","15","1"
"334540","0","9","1"
"339951","1","17","1"
"460333","1","10","1"
"180563","1","13","1"
"414921","1","14","1"
"301797","0","18","1"
"164381","0","10","1"
"389300","1","15","1"
"236250","1","16","1"
"126465","0","14","1"
"124911","0","13","1"
"64880","1","16","1"
"261628","0","16","1"
"93100","1","11","1"
"375083","1","15","1"
"202209","1","14","1"
"90215","0","15","1"
"388479","0","15","1"
"212354","0","13","0"
"285508","0","9","1"
"402414","1","14","1"
"170511","0","13","1"
"30045","1","12","1"
"233370","0","14","1"
"425483","1","16","1"
"31288","0","12","1"
"314959","0","8","1"
"408719","0","14","1"
"381675","1","8","1"
"72615","1","14","1"
"243642","1","14","1"
"332082","1","17","1"
"144200","0","13","1"
"29663","1","9","1"
"165797","0","15","1"
"445410","1","18","1"
"244045","1","20","1"
"309732","0","13","1"
"136843","0","17","1"
"415077","1","18","1"
"38779","1","21","1"
"77240","1","15","1"
"101976","1","15","1"
"396730","0","14","1"
"375639","0","15","1"
"407057","1","13","1"
"377448","1","17","1"
"197800","0","18","1"
"172226","0","16","1"
"119587","0","15","1"
"156820","0","17","1"
"411420","1","12","1"
"278141","0","12","0"
"139076","1","10","1"
"437517","0","11","1"
"196193","1","13","1"
"333975","0","9","1"
"405880","1","21","1"
"366039","1","22","1"
"83708","1","18","1"
"320216","0","18","1"
"72965","0","9","1"
"66407","0","11","1"
"183379","1","16","1"
"149180","1","13","1"
"287987","1","10","1"
"360959","1","11","1"
"232372","1","8","1"
"310416","1","14","1"
"460711","1","18","1"
"60936","0","16","1"
"133353","0","13","1"
"117702","1","21","1"
"395146","1","14","1"
"192493","1","19","1"
"122517","1","14","1"
"93232","1","13","1"
"1205","1","10","1"
"244789","1","7","1"
"242808","0","16","1"
"386010","1","12","1"
"113708","1","11","1"
"118604","0","14","1"
"197433","0","13","1"
"60038","1","12","1"
"301269","1","15","1"
"203601","0","17","1"
"118282","0","15","1"
"115768","0","22","1"
"158426","0","8","1"
"131793","0","17","1"
"427840","0","13","1"
"262818","0","16","1"
"14228","1","12","1"
"271068","0","15","1"
"372424","0","20","1"
"154090","0","13","1"
"45541","1","22","1"
"383577","1","20","1"
"197225","1","16","1"
"35177","1","12","1"
"8150","1","18","1"
"215680","1","10","1"
"41967","0","7","1"
"330085","0","17","1"
"344830","1","17","1"
"130555","1","22","1"
"253567","0","14","1"
"77088","0","16","1"
"403745","1","16","1"
"378706","1","11","1"
"162997","0","15","1"
"118679","0","17","1"
"36762","0","22","1"
"22462","0","9","1"
"99132","0","11","1"
"194024","0","7","1"
"435747","1","18","1"
"305110","1","18","1"
"2634","0","16","1"
"49549","0","16","1"
"222133","0","17","1"
"12838","0","17","1"
"346802","0","15","1"
"52426","0","20","1"
"348157","1","20","1"
"2879","0","13","1"
"385256","1","12","1"
"25648","0","16","1"
"150849","0","10","1"
"132832","1","15","1"
"304696","1","16","1"
"246048","1","9","1"
"105693","1","10","1"
"284454","1","11","1"
"338158","0","13","1"
"259912","1","16","1"
"180752","1","15","1"
"155775","0","12","1"
"221118","1","12","1"
"287602","0","15","1"
"151951","0","24","1"
"27118","1","14","1"
"183870","0","14","1"
"454770","0","13","1"
"33236","1","22","1"
"330914","0","9","1"
"461506","1","15","1"
"356213","0","13","1"
"202598","0","10","1"
"118314","1","20","1"
"271948","1","18","1"
"263838","0","15","1"
"14359","0","21","1"
"405119","0","12","1"
"173186","0","10","1"
"101351","1","14","1"
"198053","1","16","1"
"68969","0","14","1"
"313337","0","9","1"
"360232","1","13","1"
"285957","1","7","1"
"99518","0","14","1"
"381034","1","12","1"
"280994","1","22","1"
"284489","1","22","1"
"200292","1","15","1"
"294476","0","14","1"
"358391","1","9","1"
"333","0","5","1"
"63597","1","16","1"
"53221","0","12","1"
"445389","0","11","1"
"68801","0","22","1"
"306854","1","15","1"
"360143","1","15","1"
"194886","0","15","1"
"136909","0","11","1"
"292360","0","19","1"
"398472","1","13","1"
"396679","1","15","1"
"456912","1","14","1"
"159986","0","7","1"
"28119","1","16","1"
"91758","0","15","1"
"242036","1","17","1"
"142963","0","12","1"
"42576","0","14","1"
"285848","0","16","1"
"150797","1","11","1"
"177546","1","14","1"
"332341","0","8","1"
"427341","0","15","1"
"215578","1","17","1"
"415903","0","14","1"
"284262","0","8","1"
"121051","0","17","0"
"389565","0","16","1"
"130412","1","23","1"
"372594","1","21","1"
"302105","0","17","1"
"26904","0","16","1"
"4947","0","15","1"
"205465","1","11","1"
"251434","1","11","1"
"381487","1","20","1"
"395108","1","13","1"
"337709","0","7","1"
"311865","0","17","1"
"89228","0","16","1"
"277468","1","16","1"
"148383","1","14","1"
"129250","0","9","1"
"242455","0","10","1"
"461115","0","22","1"
"230142","0","8","1"
"169707","0","14","1"
"273729","1","19","1"
"403112","1","16","1"
"461554","1","15","1"
"440678","1","12","1"
"219300","1","16","1"
"98736","0","23","1"
"41733","0","23","1"
"21517","0","16","1"
"34536","1","10","1"
"325413","1","17","1"
"432896","1","9","1"
"456254","1","9","1"
"305315","1","10","1"
"430188","1","17","1"
"93035","0","22","1"
"267206","1","15","1"
"403721","1","11","1"
"51143","1","22","1"
"160101","1","16","1"
"289638","0","8","1"
"381693","0","4","1"
"350221","0","15","1"
"297038","0","8","1"
"386801","1","10","1"
"241957","0","15","1"
"170656","1","17","1"
"233919","0","15","1"
"15278","0","14","1"
"278894","0","9","1"
"96354","0","11","1"
"192944","1","13","1"
"251094","1","10","1"
"172626","1","9","1"
"90398","1","11","1"
"454861","0","16","1"
"5451","0","14","1"
"307765","0","17","1"
"442867","1","21","1"
"27958","1","19","1"
"157345","0","9","1"
"73999","0","8","1"
"104831","1","8","1"
"141281","0","14","1"
"377352","0","12","1"
"216043","1","11","1"
"314858","1","14","1"
"26260","1","23","1"
"134860","0","17","1"
"18937","1","16","1"
"20481","0","9","1"
"109886","0","14","1"
"158109","0","13","1"
"37165","0","12","1"
"294832","0","9","1"
"261988","0","12","1"
"95305","0","16","1"
"238633","0","16","1"
"301003","0","11","1"
"157371","0","9","1"
"29255","0","15","1"
"362818","0","9","1"
"37975","1","13","1"
"80756","0","15","1"
"159783","1","20","1"
"114759","1","12","1"
"210182","0","16","1"
"379835","0","15","1"
"52167","1","13","1"
"318861","1","10","1"
"418573","1","17","1"
"428487","0","9","1"
"29815","0","9","1"
"110848","1","14","1"
"268088","1","14","1"
"119832","1","12","1"
"367681","0","16","1"
"316452","0","7","1"
"37766","0","18","1"
"382383","1","13","1"
"24457","1","21","1"
"224298","0","14","1"
"161881","0","17","1"
"346587","1","18","1"
"374643","1","14","1"
"256856","0","14","1"
"56135","0","17","1"
"443523","0","15","1"
"413861","1","9","1"
"361629","0","16","1"
"10229","1","6","1"
"302123","0","15","1"
"134488","1","12","1"
"142265","1","11","1"
"404846","0","8","1"
"56043","0","19","1"
"242854","1","18","1"
"329791","1","8","1"
"330205","1","14","1"
"40433","1","12","1"
"447995","0","17","1"
"259293","0","9","1"
"37895","1","8","1"
"123800","1","9","1"
"172710","1","10","1"
"304708","1","13","1"
"438902","0","17","1"
"352152","0","9","1"
"426909","0","13","1"
"330431","1","20","1"
"100023","0","15","1"
"453687","1","12","1"
"283399","1","14","1"
"371988","1","15","1"
"129555","1","22","1"
"395662","1","14","1"
"243050","1","13","1"
"401684","0","11","1"
"338965","1","15","1"
"455038","1","11","0"
"243540","0","17","1"
"313400","1","14","1"
"364407","1","18","1"
"370207","0","13","1"
"212556","0","15","1"
"261529","1","15","1"
"253921","1","9","1"
"396543","0","10","1"
"34385","0","12","1"
"71337","0","8","1"
"122053","0","13","1"
"414520","0","9","1"
"156180","1","14","1"
"224644","1","11","1"
"199357","1","20","1"
"192433","0","8","1"
"265522","1","9","1"
"241563","0","21","1"
"215276","1","19","1"
"346439","0","17","1"
"361393","0","15","1"
"350083","1","14","1"
"289790","0","14","1"
"322213","1","19","1"
"49318","1","9","1"
"393530","1","12","1"
"190738","1","17","1"
"41193","0","17","1"
"256290","0","23","1"
"20685","0","11","1"
"453685","1","17","1"
"239241","1","16","1"
"309505","0","15","1"
"239180","0","17","1"
"268042","1","11","1"
"45852","1","15","1"
"417736","0","8","1"
"437469","1","9","1"
"285031","1","15","1"
"249418","0","18","1"
"302488","1","11","1"
"65554","1","16","1"
"425814","1","13","1"
"358716","1","11","1"
"35679","1","10","1"
"350903","1","13","1"
"338718","1","12","1"
"346847","1","11","1"
"391344","1","14","1"
"353196","0","11","1"
"260399","1","12","1"
"66759","1","16","1"
"293246","0","14","1"
"57677","0","21","1"
"448091","0","18","1"
"1147","0","15","1"
"424015","0","16","1"
"390256","0","15","1"
"410095","0","16","1"
"219065","0","11","1"
"249582","0","16","1"
"86990","0","11","1"
"139117","1","24","1"
"421430","0","7","1"
"283839","1","14","1"
"110006","0","15","1"
"150338","0","15","1"
"69681","1","12","1"
"344216","0","17","1"
"98067","1","14","1"
"323046","1","13","1"
"440085","1","13","1"
"159693","1","19","1"
"258367","0","18","1"
"29386","1","22","1"
"431803","1","20","1"
"22301","0","10","1"
"147818","0","20","1"
"11548","1","14","1"
"388894","1","9","1"
"274927","0","13","1"
"414705","0","17","1"
"427338","0","14","1"
"106268","0","13","1"
"13015","1","19","1"
"247535","1","11","1"
"294520","0","15","1"
"133827","1","15","1"
"434655","1","9","1"
"429457","1","10","1"
"21350","1","19","1"
"436424","1","9","1"
"115530","0","16","1"
"120937","1","14","1"
"24427","1","7","1"
"297194","1","17","0"
"132991","0","13","1"
"45015","0","10","1"
"200633","1","13","1"
"63481","1","6","1"
"154729","0","15","1"
"231923","1","17","1"
"197104","1","15","1"
"235822","0","12","1"
"350703","1","13","1"
"68357","0","11","1"
"47327","1","18","1"
"83167","0","11","1"
"142387","1","12","1"
"93832","1","21","1"
"379098","1","15","1"
"132213","0","17","1"
"113903","0","16","1"
"400011","1","12","1"
"390964","0","10","1"
"24887","0","9","1"
"187783","0","15","1"
"335794","0","18","1"
"161792","0","16","1"
"31655","1","11","1"
"46979","1","15","1"
"67384","0","6","1"
"456760","0","15","1"
"253986","0","7","1"
"395309","0","14","1"
"82381","0","21","1"
"235462","1","18","1"
"433775","0","9","1"
"72681","1","12","1"
"186192","1","16","1"
"178527","0","12","1"
"201559","0","20","1"
"412734","0","15","1"
"15366","0","8","1"
"133669","0","16","1"
"225082","0","7","1"
"298856","1","9","1"
"214827","1","17","1"
"60009","1","17","1"
"206916","1","13","1"
"93128","0","17","1"
"342415","1","8","1"
"63510","0","17","1"
"442938","1","20","1"
"330198","1","10","1"
"421092","1","13","1"
"228203","0","16","1"
"89844","1","11","1"
"53954","0","11","1"
"105730","0","14","1"
"204682","1","15","1"
"3095","1","20","1"
"230778","1","12","1"
"424474","0","21","1"
"265648","0","24","1"
"98192","0","23","1"
"100028","0","15","1"
"80530","1","7","1"
"350600","0","16","1"
"86740","0","17","1"
"400021","1","20","1"
"162628","1","15","1"
"311363","1","18","1"
"23735","1","7","1"
"444175","1","11","1"
"437013","1","14","1"
"364196","1","11","1"
"213787","0","16","1"
"390870","1","13","1"
"394538","0","8","1"
"179040","0","14","1"
"423823","0","12","1"
"292464","0","14","1"
"228259","1","18","1"
"331530","0","12","1"
"387298","0","15","1"
"400434","0","17","1"
"286044","0","15","1"
"197996","0","24","1"
"334531","0","12","1"
"314478","0","8","1"
"288530","0","16","1"
"80414","1","17","1"
"338452","0","17","1"
"42692","0","7","1"
"134809","1","13","1"
"290521","0","13","1"
"219863","0","8","1"
"367051","0","10","1"
"110026","0","18","1"
"116282","0","21","1"
"7604","0","13","1"
"91534","1","21","1"
"416933","1","14","1"
"213303","0","11","1"
"57654","0","12","1"
"138183","0","14","1"
"351103","0","24","1"
"232390","1","18","1"
"236423","0","17","1"
"445947","1","13","1"
"364577","0","14","1"
"67385","1","15","1"
"308600","1","12","1"
"104288","0","14","0"
"364186","0","16","1"
"279545","0","22","1"
"357583","1","13","1"
"89891","1","14","1"
"391107","1","16","1"
"172146","1","10","1"
"197202","0","10","1"
"337645","0","18","1"
"455989","0","15","1"
"269113","0","9","1"
"126198","0","5","1"
"78123","0","14","1"
"446333","0","16","1"
"72677","0","11","1"
"73767","1","14","1"
"45663","0","11","1"
"223275","0","15","1"
"433134","0","14","1"
"389278","0","8","1"
"270558","1","19","1"
"1568","0","14","1"
"5952","1","15","1"
"76080","1","13","1"
"159389","0","13","1"
"53356","0","8","1"
"381149","1","14","1"
"424947","1","13","1"
"37085","1","8","1"
"186130","0","23","1"
"261381","1","15","1"
"36168","1","11","1"
"352335","1","12","1"
"118935","0","15","1"
"169565","1","4","1"
"233302","1","8","1"
"149774","0","7","1"
"253831","0","15","1"
"117789","1","15","1"
"301186","1","13","1"
"328229","0","17","1"
"49154","0","3","1"
"319671","0","17","1"
"227844","0","14","1"
"38969","1","14","1"
"3005","0","14","1"
"51684","1","12","1"
"81525","0","23","1"
"339161","0","17","1"
"449994","0","14","1"
"358022","1","11","1"
"267236","0","16","1"
"199597","1","13","1"
"136108","1","13","1"
"398448","0","10","1"
"112882","1","13","1"
"345200","0","9","1"
"407423","0","11","1"
"100292","0","14","1"
"283987","0","13","1"
"382472","1","16","1"
"372696","1","13","1"
"8402","0","13","1"
"289377","1","13","1"
"352742","0","16","1"
"453655","0","4","1"
"333660","1","19","0"
"249136","1","10","1"
"442902","0","15","1"
"9439","1","13","1"
"291449","0","15","1"
"428148","0","19","1"
"304841","1","9","1"
"382985","0","15","1"
"297624","0","16","1"
"396464","1","13","1"
"85596","0","20","1"
"233832","1","16","1"
"11978","1","7","1"
"347867","0","17","1"
"420010","1","15","1"
"171100","0","16","1"
"254165","1","17","1"
"344792","0","15","1"
"142711","0","8","1"
"238873","0","10","1"
"70932","0","14","0"
"404081","1","13","1"
"265276","0","21","1"
"79463","0","15","1"
"349916","1","8","1"
"461309","1","11","1"
"281305","0","23","1"
"410813","1","14","1"
"287506","1","14","1"
"78556","0","9","1"
"18627","0","16","1"
"82237","0","9","1"
"10419","1","11","1"
"425588","1","20","1"
"179776","0","9","1"
"156842","0","18","0"
"109821","1","9","1"
"3189","0","15","1"
"405218","0","10","1"
"240181","1","10","1"
"307586","0","10","1"
"36196","0","11","1"
"438058","0","12","1"
"311799","1","15","1"
"314175","0","7","1"
"210731","1","11","1"
"308693","1","14","1"
"46939","0","9","1"
"242994","0","9","1"
"223188","1","12","1"
"424580","1","15","1"
"111743","0","15","1"
"227134","1","13","1"
"151800","0","12","1"
"241985","1","15","1"
"157264","1","9","1"
"294307","0","10","1"
"64984","1","19","1"
"11917","0","17","1"
"152433","0","16","1"
"18729","0","8","1"
"270768","1","15","1"
"307680","0","13","1"
"395641","0","14","1"
"456141","0","15","1"
"387530","0","17","1"
"148071","1","16","1"
"355681","0","10","1"
"60818","0","19","1"
"225048","0","14","1"
"448989","0","11","0"
"35701","1","10","1"
"383544","0","10","1"
"89068","0","15","1"
"400090","1","17","1"
"316955","1","10","1"
"153452","1","16","1"
"435028","0","14","1"
"99615","1","9","1"
"83394","1","13","1"
"259308","1","15","1"
"7387","1","16","1"
"454080","0","15","1"
"451869","1","14","1"
"259596","1","15","1"
"79334","1","14","1"
"337822","0","12","1"
"384427","1","12","1"
"23123","0","12","1"
"411869","1","17","1"
"36934","0","20","1"
"34839","0","12","1"
"186152","1","15","1"
"353412","1","9","1"
"333837","1","12","1"
"42716","0","11","1"
"272950","1","11","1"
"333085","1","17","1"
"297986","0","19","1"
"432345","1","7","1"
"461013","0","20","1"
"360310","0","10","0"
"82754","1","10","1"
"188468","1","10","1"
"241190","0","22","1"
"32852","0","14","1"
"243786","1","8","1"
"148199","0","13","1"
"325407","0","19","1"
"354841","1","7","1"
"382961","0","15","1"
"138783","0","21","1"
"169331","0","13","1"
"448160","1","15","1"
"433073","1","17","1"
"71414","0","9","1"
"254388","1","10","1"
"358766","1","11","1"
"432617","0","22","1"
"206335","1","18","1"
"288803","0","7","1"
"404526","1","8","1"
"166631","0","11","1"
"83781","0","9","1"
"431284","1","14","1"
"365676","1","15","1"
"207613","1","14","1"
"264554","0","14","1"
"95364","0","13","1"
"171090","1","17","1"
"429593","1","12","1"
"156131","0","10","1"
"196788","0","17","1"
"298422","0","13","1"
"16030","1","11","1"
"5394","0","12","1"
"272399","1","13","1"
"87453","1","11","1"
"281713","1","13","1"
"158044","1","12","1"
"242395","0","20","1"
"174794","1","15","1"
"101223","0","22","1"
"5715","1","17","1"
"419404","0","14","1"
"443748","0","14","1"
"278151","1","21","1"
"53191","0","24","1"
"62375","1","10","1"
"348221","1","8","1"
"196805","1","22","1"
"350082","0","20","1"
"101044","1","6","1"
"333389","1","16","1"
"145082","1","11","1"
"160662","0","7","1"
"35347","0","10","1"
"391490","0","10","1"
"138076","0","8","1"
"233034","0","20","1"
"106302","1","11","1"
"88631","1","22","1"
"167482","0","13","1"
"424425","1","18","1"
"277861","1","9","1"
"153919","0","14","1"
"384170","1","15","1"
"388066","0","16","1"
"391361","1","10","1"
"166850","0","17","1"
"133561","1","16","1"
"325689","0","15","1"
"430649","1","16","1"
"224928","1","16","1"
"388356","0","15","1"
"61774","0","9","1"
"212931","1","23","1"
"192797","1","13","1"
"339084","1","21","1"
"82822","1","11","1"
"159419","0","16","1"
"236911","1","13","1"
"325877","1","14","1"
"177224","1","22","1"
"77792","1","14","1"
"307953","1","14","1"
"241023","0","19","1"
"191168","1","14","1"
"139710","0","13","1"
"40258","0","6","1"
"131624","0","10","1"
"92907","0","5","1"
